P206.Status,MV501.Status,P203.Status,MV302.Status,MV101.Status,P4_STATE,P101.Status,P404.Status,P402.Status,P204.Status,MV504.Status,FIT503.Pv,UV401.Status,P401.Status,P5_STATE,FIT501.Pv,FIT401.Pv,FIT504.Pv,P501.Status,AIT201.Pv,AIT202.Pv,FIT301.Pv,t_stamp,P201.Status,FIT601.Pv,MV503.Status,P2_STATE,MV502.Status,PIT502.Pv,MV303.Status,PIT501.Pv,AIT503.Pv,P601.Status,P602.Status,P205.Status,PIT503.Pv,P3_STATE,AIT402.Pv,P202.Status,AIT203.Pv,AIT401.Pv,AIT501.Pv,AIT502.Pv,FIT201.Pv,LIT101.Pv,MV304.Status,P403.Status,FIT101.Pv,P102.Status,MV301.Status,P301.Status,AIT504.Pv,DPIT301.Pv,LIT401.Pv,LIT301.Pv,P1_STATE,FIT502.Pv,P502.Status,MV201.Status,P302.Status,P6_STATE
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.56652164,0.000896774756,2020-06-22 09:00:17,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.1658554,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.237122,0.0,7.32011032,257.626250999999,0.0003844552,602.529846,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.2871,1008.876,1.0,0.00153708213,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.57100773,0.000896774756,2020-06-22 09:00:18,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.1658554,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.237122,0.0,7.32011032,257.626250999999,0.0003844552,602.2943,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.248657,1008.876,1.0,0.00153708213,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.57453251,0.000896774756,2020-06-22 09:00:19,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.1658554,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.237122,0.0,7.32011032,257.831329,0.0003844552,602.4906,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.4794,1008.876,1.0,0.00153708213,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.580621,0.000896774756,2020-06-22 09:00:20,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.1658554,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.339661,0.0,7.32011032,257.831329,0.0003844552,602.1373,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.094849,1008.876,1.0,0.00153708213,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.58254337,0.000896774756,2020-06-22 09:00:21,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.1658554,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.32011032,257.831329,0.0003844552,602.1766,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.2102,1008.876,1.0,0.00153708213,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.58734941,0.000896774756,2020-06-22 09:00:22,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.1658554,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.31594467,257.831329,0.0003844552,602.333557,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.363999999999,1008.876,1.0,0.00153708213,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.59311699999999,0.000896774756,2020-06-22 09:00:23,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.1658554,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.31594467,257.626250999999,0.0003844552,602.333557,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.2102,1008.876,1.0,0.00153708213,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.59311699999999,0.000896774756,2020-06-22 09:00:24,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.1658554,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.31594467,257.626250999999,0.0003844552,602.333557,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.4409,1008.876,1.0,0.00153708213,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.59311699999999,0.000896774756,2020-06-22 09:00:25,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.1658554,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.31594467,257.626250999999,0.0003844552,602.4906,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.2871,1008.876,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.598885,0.000896774756,2020-06-22 09:00:26,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.1658554,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.31594467,257.626250999999,0.0003844552,602.2158,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.402466,1008.876,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.59984636,0.000896774756,2020-06-22 09:00:27,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.1658554,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.31594467,257.626250999999,0.0003844552,602.2158,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.2871,1008.876,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.60273027,0.000896774756,2020-06-22 09:00:28,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.31594467,257.8057,0.0003844552,602.0981,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.4794,1008.876,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.60273027,0.000896774756,2020-06-22 09:00:29,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.31594467,257.856964,0.0003844552,601.94104,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.2871,1008.876,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.60273027,0.000896774756,2020-06-22 09:00:30,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.31594467,257.856964,0.0003844552,601.5485,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.5563,1008.876,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.60273027,0.000896774756,2020-06-22 09:00:31,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.31594467,257.856964,0.0003844552,601.8233,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.2871,1008.876,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.601128,0.000896774756,2020-06-22 09:00:32,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.31594467,257.856964,0.0003844552,601.8233,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.4409,1008.876,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.598885,0.000896774756,2020-06-22 09:00:33,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.31594467,257.856964,0.0003844552,601.7055,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.671630999999,1008.876,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.6334267,7.597283,0.000896774756,2020-06-22 09:00:34,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.31594467,257.856964,0.0003844552,601.587769,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.825439,1008.876,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.7936439999999,7.59311699999999,0.000896774756,2020-06-22 09:00:35,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.31722641,257.856964,0.0003844552,601.744751,1.0,1.0,0.0,1.0,1.0,1.0,2.49935913,3.75504184,830.748535,1008.876,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.7936439999999,7.58831072,0.000896774756,2020-06-22 09:00:36,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.324917,257.856964,0.0003844552,601.352234,1.0,1.0,0.0,1.0,1.0,1.0,2.61471415,3.75504184,830.825439,1008.876,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.7936439999999,7.58670855,0.000896774756,2020-06-22 09:00:37,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.324917,257.856964,0.0003844552,601.5093,1.0,1.0,0.0,1.0,1.0,1.0,2.61471415,3.75504184,830.6332,1008.876,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.473213200000004,7.584786,0.000896774756,2020-06-22 09:00:38,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.324917,257.856964,0.0003844552,601.94104,1.0,1.0,0.0,1.0,1.0,1.0,2.61471415,3.75504184,830.8639,1008.876,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.473213200000004,7.57998,0.000896774756,2020-06-22 09:00:39,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.324917,257.856964,0.0003844552,601.8233,1.0,1.0,0.0,1.0,1.0,1.0,2.61471415,3.75504184,830.9408,1008.55554,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.473213200000004,7.575494,0.000896774756,2020-06-22 09:00:40,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.324917,257.856964,0.0003844552,601.5485,1.0,1.0,0.0,1.0,1.0,1.0,2.61471415,3.75504184,831.3638,1008.55554,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.473213200000004,7.57228947,0.000896774756,2020-06-22 09:00:41,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.39093,0.0,7.324917,257.856964,0.0003844552,601.7055,1.0,1.0,0.0,1.0,1.0,1.0,2.61471415,3.75504184,831.056152,1008.55554,1.0,0.00204944285,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00230451626999999,1.0,1.0,1.0,0.00256344536,0.000768295,0.0,1.0,54.7616,7.568124,0.000896774756,2020-06-22 09:00:42,1.0,0.000256303465,1.0,1.0,1.0,16.7238,1.0,28.22994,47.8082542,1.0,1.0,1.0,23.663805,99.0,0.0,1.0,175.5191,0.0,7.324917,257.856964,0.0003844552,601.7055,1.0,1.0,0.0,1.0,1.0,1.0,2.61471415,3.75504184,831.2484,1008.55554,1.0,0.00204944285,1.0,1.0,1.0,1.0
