t_stamp,P1_STATE,LIT101.Pv,FIT101.Pv,MV101.Status,P101.Status,P102.Status,P2_STATE,FIT201.Pv,AIT201.Pv,AIT202.Pv,AIT203.Pv,MV201.Status,P201.Status,P202.Status,P203.Status,P204.Status,P205.Status,P206.Status,P207.Status,P208.Status,LS201.Alarm,LS202.Alarm,LSL203.Alarm,LSLL203.Alarm,P3_STATE,AIT301.Pv,AIT302.Pv,AIT303.Pv,LIT301.Pv,FIT301.Pv,DPIT301.Pv,MV301.Status,MV302.Status,MV303.Status,MV304.Status,P301.Status,P302.Status,PSH301.Alarm,DPSH301.Alarm,P4_STATE,LIT401.Pv,FIT401.Pv,AIT401.Pv,AIT402.Pv,P401.Status,P402.Status,P403.Status,P404.Status,UV401.Status,LS401.Alarm,P5_STATE,FIT501.Pv,FIT502.Pv,FIT503.Pv,FIT504.Pv,AIT501.Pv,AIT502.Pv,AIT503.Pv,AIT504.Pv,PIT501.Pv,PIT502.Pv,PIT503.Pv,P501.Status,P502.Status,MV501.Status,MV502.Status,MV503.Status,MV504.Status,PSH501.Alarm,PSL501.Alarm,P6_STATE,FIT601.Pv,P601.Status,P602.Status,P603.Status,LSH601.Alarm,LSL601.Alarm,LSH602.Alarm,LSL602.Alarm,LSH603.Alarm,LSL603.Alarm,attack_label,attack_id,attack_name,attack_start_time,attack_end_time
2019-12-06 10:05:23,3,664.9417,0.0,1,2.0,1,2,2.309935,35.0551147,8.17149448,134.247635,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.84205151,156.2456,35.1815071,896.765259,1.85145557,14.4215374,1,2,1,1,2,1,Inactive,Inactive,4,795.872864,1.35437608,0,195.078186,2,1,2,1,2,Inactive,12,1.36400926,1.21672857,0.111000866,0,7.07401943,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.2611,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:24,3,664.980957,0.0,1,2.0,1,2,2.31313872,35.0551147,8.17149448,134.247635,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.845381,156.2456,35.1815071,897.2459,1.84902143,14.4215374,1,2,1,1,2,1,Inactive,Inactive,4,795.719055,1.35258341,0,195.078186,2,1,2,1,2,Inactive,12,1.36746991,1.21506345,0.111000866,0,7.07401943,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.2611,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:25,3,665.648254,0.0,1,2.0,1,2,2.31531739,35.0551147,8.174378,134.247635,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.84871,156.168762,35.1815071,897.2459,1.85055876,14.4215374,1,2,1,1,2,1,Inactive,Inactive,4,795.9882,1.3521992,0,195.078186,2,1,2,1,2,Inactive,12,1.37041783,1.21506345,0.111000866,0,7.07241774,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.2611,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:26,3,665.923035,0.0,1,2.0,1,2,2.31941819,35.0551147,8.174378,134.247635,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.84995842,156.06633,35.1815071,897.2459,1.854274,14.4215374,1,2,1,1,2,1,Inactive,Inactive,4,795.6806,1.3521992,0,194.975647,2,1,2,1,2,Inactive,12,1.370546,1.21506345,0.111000866,0,7.07081556,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.2611,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:27,3,666.237061,0.0,1,2.0,1,2,2.32134056,35.0551147,8.176301,134.247635,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.84995842,155.835846,35.1815071,897.8067,1.854274,14.4215374,1,2,1,1,2,1,Inactive,Inactive,4,796.3343,1.35488832,0,194.975647,2,1,2,1,2,Inactive,12,1.3655473,1.22121179,0.111000866,0,7.06921339,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.2611,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:28,3,666.708069,0.0,1,2.0,1,2,2.32364726,34.79877,8.176301,134.401428,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.84995842,155.835846,35.1815071,897.8067,1.854274,14.3895254,1,2,1,1,2,1,Inactive,Inactive,4,796.2574,1.35501635,0,194.975647,2,1,2,1,2,Inactive,12,1.363753,1.2171129,0.111000866,0,7.06921339,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.2611,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:29,3,667.3361,0.0,1,2.0,1,2,2.32364726,34.79877,8.17886448,134.427063,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.852455,155.835846,35.1815071,897.846741,1.854274,14.3383055,1,2,1,1,2,1,Inactive,Inactive,4,796.8726,1.35501635,0,194.975647,2,1,2,1,2,Inactive,12,1.363753,1.21391058,0.111000866,0,7.06921339,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.2611,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:30,3,667.650146,0.0,1,2.0,1,2,2.325185,34.79877,8.17886448,134.503967,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.86618853,155.7334,35.1815071,898.6478,1.854274,14.3383055,1,2,1,1,2,1,Inactive,Inactive,4,796.834167,1.35642481,0,194.975647,2,1,2,1,2,Inactive,12,1.36541915,1.20520043,0.111000866,0,7.06697035,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.309158,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:31,3,667.9249,0.0,1,2.0,1,2,2.325185,34.79877,8.17886448,134.503967,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.867021,155.7334,35.1815071,898.6478,1.857733,14.3575134,1,2,1,1,2,1,Inactive,Inactive,4,796.834167,1.35757732,0,194.975647,2,1,2,1,2,Inactive,12,1.36541915,1.20520043,0.111000866,0,7.06697035,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.309158,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:32,3,668.0034,0.0,1,2.0,1,2,2.325185,34.79877,8.17886448,134.760315,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.867021,155.7334,35.1815071,898.6478,1.857733,14.4119339,1,2,1,1,2,1,Inactive,Inactive,4,797.0264,1.3589859,0,194.975647,2,1,2,1,2,Inactive,12,1.36311209,1.2149353,0.111000866,0,7.06697035,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.309158,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:33,3,667.8857,0.0,1,2.0,1,2,2.325185,34.79877,8.17886448,134.760315,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.867021,155.7334,35.1815071,898.6478,1.857733,14.4119339,1,2,1,1,2,1,Inactive,Inactive,4,796.9111,1.3601383,0,194.975647,2,1,2,1,2,Inactive,12,1.36311209,1.22736013,0.111000866,0,7.06697035,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.309158,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:34,3,667.8072,0.0,1,2.0,1,2,2.32441616,34.60651,8.17886448,134.760315,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.867021,155.7334,35.1815071,899.04834,1.857733,14.4343424,1,2,1,1,2,1,Inactive,Inactive,4,797.103333,1.3601383,0,194.975647,2,1,2,1,2,Inactive,12,1.36311209,1.23530173,0.111000866,0,7.06697035,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.309158,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:35,3,667.846436,0.0,1,2.0,1,2,2.32441616,34.60651,8.17886448,134.760315,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.87118244,155.7334,35.1815071,899.04834,1.85952652,14.4503489,1,2,1,1,2,1,Inactive,Inactive,4,796.680359,1.3601383,0,194.975647,2,1,2,1,2,Inactive,12,1.36426556,1.23530173,0.112665236,0,7.06921339,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.309158,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:36,3,667.650146,0.0,1,2.0,1,2,2.32441616,34.60651,8.177903,135.1192,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.87908936,155.7334,35.1815071,899.04834,1.85952652,14.4503489,1,2,1,1,2,1,Inactive,Inactive,4,796.680359,1.3601383,0,194.975647,2,1,2,1,2,Inactive,12,1.36426556,1.22390163,0.112665236,0,7.069534,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.309158,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:37,3,667.493164,0.0,1,2.0,1,2,2.32762,34.60651,8.175981,135.1192,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.880754,155.7334,35.1815071,899.04834,1.85952652,14.4503489,1,2,1,1,2,1,Inactive,Inactive,4,796.565,1.35937,0,194.975647,2,1,2,1,2,Inactive,12,1.36426556,1.215832,0.1129213,0,7.0720973,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.309158,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
2019-12-06 10:05:38,3,667.493164,0.0,1,2.0,1,2,2.32902956,34.60651,8.173097,135.1192,2,2,1,2,1,1,1,1,1,Inactive,Inactive,Inactive,Inactive,7,6.882835,155.7334,35.341568,899.04834,1.85952652,14.4311419,1,2,1,1,2,1,Inactive,Inactive,4,796.449646,1.3582176,0,194.975647,2,1,2,1,2,Inactive,12,1.36311209,1.221468,0.1129213,0,7.0720973,189.797485,29.2232761,0.6921302,221.273392,3.38000178,194.309158,2,1,2,2,1,1,Inactive,Inactive,2,0.000256303,2,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active,0,0,normal,,
