t_stamp,P1_STATE,LIT101.Pv,FIT101.Pv,MV101.Status,P101.Status,P102.Status,P2_STATE,FIT201.Pv,AIT201.Pv,AIT202.Pv,AIT203.Pv,MV201.Status,P201.Status,P202.Status,P203.Status,P204.Status,P205.Status,P206.Status,P207.Status,P208.Status,LS201.Alarm,LS202.Alarm,LSL203.Alarm,LSLL203.Alarm,P3_STATE,AIT301.Pv,AIT302.Pv,AIT303.Pv,LIT301.Pv,FIT301.Pv,DPIT301.Pv,MV301.Status,MV302.Status,MV303.Status,MV304.Status,P301.Status,P302.Status,PSH301.Alarm,DPSH301.Alarm,P4_STATE,LIT401.Pv,FIT401.Pv,AIT401.Pv,AIT402.Pv,P401.Status,P402.Status,P403.Status,P404.Status,UV401.Status,LS401.Alarm,P5_STATE,FIT501.Pv,FIT502.Pv,FIT503.Pv,FIT504.Pv,AIT501.Pv,AIT502.Pv,AIT503.Pv,AIT504.Pv,PIT501.Pv,PIT502.Pv,PIT503.Pv,P501.Status,P501.Speed,P502.Status,P502.Speed,MV501.Status,MV502.Status,MV503.Status,MV504.Status,PSH501.Alarm,PSL501.Alarm,P6_STATE,LIT601.Pv,LIT602.Pv,FIT601.Pv,FIT602.Pv,P601.Status,P602.Status,P603.Status,LSH601.Alarm,LSL601.Alarm,LSH602.Alarm,LSL602.Alarm,LSH603.Alarm,LSL603.Alarm
11-Mar-2026 09:00:10,1,809.234863,0.0,1,1,1,1,0.0,99.36555,9.980967,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,30.891861,655.1205,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1005.97284,0.0,0.0,203.7939,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.933479,305.152527,163.195328,29.838502899999998,9.068188000000001,0.0,6.761087,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,342.155853,548.7695309999999,0.0,0.87447536,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:11,1,809.234863,0.0,1,1,1,1,0.0,99.36555,9.984812,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,30.891861,655.1205,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1005.89594,0.0,0.0,203.7939,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.933479,305.152527,163.195328,29.838502899999998,9.068188000000001,0.0,6.761087,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,341.8995,548.6413570000001,0.0,0.87447536,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:12,1,808.646057,0.0,1,1,1,1,0.0,99.36555,9.988977,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,30.891861,655.4009,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1005.7805800000001,0.0,0.0,203.7939,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.933479,305.152527,163.195328,29.838502899999998,9.068188000000001,0.0,6.761087,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,341.8995,548.6413570000001,0.0,0.8800819999999999,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:13,1,808.646057,0.0,1,1,1,1,0.0,99.36555,9.99122,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,30.891861,655.4009,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1005.97284,0.0,0.0,203.7939,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.933479,305.152527,163.195328,29.838502899999998,9.068188000000001,0.0,6.761087,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,341.6752,548.6413570000001,0.0,0.8845673000000001,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:14,1,808.5283,0.0,1,1,1,1,0.0,99.36555,9.99827,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.521057,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1005.7036699999999,0.0,0.0,203.7939,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.92771149,305.152527,163.195328,29.992309999999996,9.068188000000001,0.0,6.7130220000000005,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,341.6752,548.7375,0.0,0.870150268,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:15,1,808.5283,0.0,1,1,1,1,0.0,99.36555,9.999231,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.881531,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1005.97284,0.0,0.0,203.7939,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.92771149,305.152527,163.195328,29.992309999999996,9.068188000000001,0.0,6.7130220000000005,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,341.54702799999995,548.7375,0.0,0.867266834,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:16,1,808.8031,0.0,1,1,1,1,0.0,99.36555,10.0094852,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.881531,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1005.89594,0.0,0.0,203.7939,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.925467999999999,305.152527,163.195328,29.992309999999996,9.02012348,0.0,6.7130220000000005,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,341.54702799999995,548.7375,0.0,0.878480136,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:17,1,809.234863,0.0,1,1,1,1,0.0,99.36555,10.01301,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.881531,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1005.8574800000001,0.0,0.0,203.998978,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.920982,305.152527,163.195328,29.992309999999996,8.923994,0.0,6.7130220000000005,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,340.874146,548.7375,0.0,0.873674452,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:18,1,809.234863,0.0,1,1,1,1,0.0,99.36555,10.0194187,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.881531,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.1651,0.0,0.0,203.998978,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.920982,305.152527,163.195328,29.992309999999996,8.923994,0.0,6.7130220000000005,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,340.29736299999996,548.929749,0.0,0.8760773000000001,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:19,1,809.234863,0.0,1,1,1,1,0.0,99.36555,10.0287113,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.881531,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.0882,0.0,0.0,203.998978,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.915855,305.152527,163.195328,29.992309999999996,8.923994,0.0,6.7130220000000005,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,340.29736299999996,548.929749,0.0,0.8802421999999999,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:20,1,809.234863,0.0,1,1,1,1,0.0,99.36555,10.03608,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.881531,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1005.97284,0.0,0.0,203.998978,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.914253,305.152527,163.195328,29.992309999999996,8.923994,0.0,6.7130220000000005,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,339.976929,548.929749,0.0,0.8743152,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:21,1,809.234863,0.0,1,1,1,1,0.0,99.36555,10.0450525,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.881531,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.0882,0.0,0.0,203.998978,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.908806,305.152527,163.195328,29.992309999999996,8.923994,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,339.976929,548.929749,0.0,0.868868768,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:22,1,809.0386,0.0,1,1,1,1,0.0,99.36555,10.0511408,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.881531,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.04974,0.0,0.0,203.819534,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.908806,305.152527,163.195328,29.992309999999996,8.923994,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,340.8421,548.929749,0.0,0.8703103999999999,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:23,1,809.0386,0.0,1,1,1,1,0.0,99.36555,10.0553064,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.881531,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1005.89594,0.0,0.0,203.819534,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.900795,305.152527,163.195328,29.992309999999996,8.923994,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,340.8421,548.929749,0.0,0.874955952,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:24,1,808.646057,0.0,1,1,1,1,0.0,99.36555,10.0629969,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.881531,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.242,0.0,0.0,203.819534,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.900795,305.152527,163.195328,29.992309999999996,8.923994,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,340.8421,548.929749,0.0,0.860699058,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:25,1,808.646057,0.0,1,1,1,1,0.0,99.36555,10.0738916,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.881531,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.39581,0.0,0.0,203.819534,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.897911,305.152527,163.195328,29.80005,8.923994,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,340.8421,548.929749,0.0,0.862301,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:26,1,808.646057,0.0,1,1,1,1,0.0,99.36555,10.0774164,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.881531,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.5880699999999,0.0,0.0,203.819534,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.894066,305.152527,163.195328,29.80005,8.923994,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,340.8421,548.929749,0.0,0.8728735000000001,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:27,1,808.646057,0.0,1,1,1,1,0.0,99.36555,10.0857477,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.881531,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.5880699999999,0.0,0.0,203.819534,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.888297999999999,305.152527,163.195328,29.80005,8.923994,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,341.09845,548.929749,0.0,0.8728735000000001,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:28,1,808.646057,0.0,1,1,1,1,0.0,99.36555,10.091836,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.36084,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.81879,0.0,0.0,203.819534,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.888297999999999,305.152527,163.195328,29.80005,8.923994,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,341.48294100000004,548.929749,0.0,0.8695094999999999,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:29,1,808.646057,0.0,1,1,1,1,0.0,99.36555,10.0963221,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.32074,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.47272,0.0,0.0,203.819534,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.888297999999999,305.152527,163.195328,29.80005,8.923994,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,341.48294100000004,548.929749,0.0,0.8717521429999999,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:30,1,808.646057,0.0,1,1,1,1,0.0,99.36555,10.1030512,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.32074,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.6265300000001,0.0,0.0,203.819534,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.884132000000001,305.152527,163.195328,29.80005,8.891950999999999,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,342.155853,548.929749,0.0,0.8727133,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:31,1,808.646057,0.0,1,1,1,1,0.0,99.36555,10.1072168,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.7189,194.81401100000002,31.01991,655.32074,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.81879,0.0,0.0,203.819534,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.881889,305.152527,163.195328,29.80005,8.891950999999999,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,342.155853,548.929749,0.0,0.8677474000000001,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:32,1,808.646057,0.0,1,1,1,1,0.0,99.36555,10.1142654,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.71765137,194.81401100000002,31.01991,655.32074,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.85724,0.0,0.0,203.819534,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.877083,305.152527,163.195328,29.80005,8.891950999999999,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,342.155853,549.2181400000001,0.0,0.8837664000000001,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:33,1,808.646057,0.0,1,1,1,1,0.0,99.36555,10.1142654,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.710992999999999,194.81401100000002,31.01991,655.32074,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.74188,0.0,0.0,203.819534,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.877083,305.152527,163.195328,29.80005,8.891950999999999,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,342.155853,549.2181400000001,0.0,0.8837664000000001,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:34,1,808.646057,0.0,1,1,1,1,0.0,99.36555,10.121315,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.710992999999999,194.81401100000002,31.01991,655.32074,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.81879,0.0,0.0,203.819534,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.877083,305.152527,163.195328,29.80005,8.891950999999999,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,342.155853,549.2181400000001,0.0,0.8837664000000001,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
11-Mar-2026 09:00:35,1,808.646057,0.0,1,1,1,1,0.0,99.36555,10.1270828,152.525,1,1,1,1,1,1,1,1,1,Inactive,Inactive,Inactive,Active,1,7.710992999999999,194.81401100000002,31.01991,655.080444,0.0,3.6173889999999997,1,1,1,1,1,1,Bad Input,Bad Input,1,1006.5880699999999,0.0,0.0,203.819534,1,1,1,1,1,Inactive,1,0.0026916174699999997,0.00179326255,0.0014083154999999998,0.0,8.871955999999999,305.152527,163.195328,29.80005,8.891950999999999,0.0,6.63291454,1,0.0,1,0.0,1,1,1,1,Bad Input,Bad Input,1,342.155853,549.0579,0.0,0.8837664000000001,1,1,1,Inactive,Inactive,Active,Inactive,Inactive,Active
